"state","year","inflation"
"Pennsylvania",1983,3.1653472
"Pennsylvania",1984,2.416973175
"Pennsylvania",1985,0.462953930675
"Pennsylvania",1986,2.153927675
"Pennsylvania",1989,4.336014425
"Pennsylvania",1990,4.03466865
"Pennsylvania",1991,3.098792675
"Pennsylvania",1992,2.596310475
"Pennsylvania",1993,2.107556825
"Pennsylvania",1994,2.208113575
"Pennsylvania",1995,2.191371025
"Pennsylvania",1996,2.24443565
"Pennsylvania",1997,2.0077674875
"Pennsylvania",1998,0.8218871125
"Pennsylvania",1999,1.5826503725
"Pennsylvania",2000,2.932211225
"Pennsylvania",2001,2.99522085
"Pennsylvania",2002,1.427988575
"Pennsylvania",2003,2.2735178
"Pennsylvania",2004,3.004887775
"Pennsylvania",2005,2.831467525
"Pennsylvania",2006,2.774852925
"Pennsylvania",2007,3.212856175
"Pennsylvania",2008,4.728889125
"Pennsylvania",2009,0.7204682275
"Pennsylvania",2010,1.739641525
"Pennsylvania",2011,3.111034775
"Pennsylvania",2012,1.933125375
"Pennsylvania",2013,1.7708868925
"Pennsylvania",2014,0.91840551
"Pennsylvania",2015,0.8758122325
"Pennsylvania",2016,0.94977181
"Pennsylvania",2017,1.3359517
"South Carolina",1989,3.714278275
"South Carolina",1990,5.225144525
"South Carolina",1991,4.643222225
"South Carolina",1992,2.05607904
"South Carolina",1993,2.787394525
"South Carolina",1994,2.4848427
"South Carolina",1995,2.61997995
"South Carolina",1996,1.092591215
"South Carolina",1997,0.7063570925
"South Carolina",1998,1.0108652025
"South Carolina",1999,2.118961525
"South Carolina",2000,3.136686925
"South Carolina",2001,2.824228775
"South Carolina",2002,1.90986745
"South Carolina",2003,2.394367175
"South Carolina",2004,1.412668525
"South Carolina",2005,2.879998875
"South Carolina",2006,3.19732045
"South Carolina",2007,4.697631675
"South Carolina",2008,2.22034
"South Carolina",2009,0.9582183185
"South Carolina",2010,2.62132805
"South Carolina",2011,2.8537418
"South Carolina",2012,1.77537568
"South Carolina",2013,0.39075969875
"South Carolina",2014,0.057503305
"South Carolina",2015,-1.6902393875
"South Carolina",2016,0.1646007375
"South Carolina",2017,2.046322675
"Tennessee",1978,-0.031541365
"Tennessee",1979,6.79973625
"Tennessee",1980,10.873396225
"Tennessee",1981,12.236689925
"Tennessee",1982,8.250154225
"Tennessee",1983,3.1111957
"Tennessee",1984,2.5647945
"Tennessee",1985,1.2794642675
"Tennessee",1986,0.578947415
"Tennessee",1989,3.75520915
"Tennessee",1990,3.6558447
"Tennessee",1991,2.348576475
"Tennessee",1992,2.1907162675
"Tennessee",1993,2.60574825
"Tennessee",1994,2.447303825
"Tennessee",1995,2.44512635
"Tennessee",1996,2.4463114
"Tennessee",1997,2.346394625
"Tennessee",1998,3.5183515
"Tennessee",1999,1.9588368575
"Tennessee",2000,3.72798005
"Tennessee",2001,1.928781425
"Tennessee",2002,1.6747497
"Tennessee",2003,2.80957775
"Tennessee",2004,2.084842645
"Tennessee",2005,3.359510675
"Tennessee",2006,3.614972225
"Tennessee",2007,1.50400568
"Tennessee",2008,4.448565
"Tennessee",2009,0.3777016675
"Tennessee",2010,2.385166925
"Tennessee",2011,4.179260675
"Tennessee",2012,2.69586605
"Tennessee",2013,2.594421575
"Tennessee",2014,2.16861885
"Tennessee",2015,1.7176317
"Tennessee",2016,1.2491448025
"Tennessee",2017,1.780488325
"Texas",1978,8.13420405
"Texas",1979,6.683468825
"Texas",1980,8.7046516
"Texas",1981,7.455947525
"Texas",1982,4.673668375
"Texas",1983,3.9647516
"Texas",1984,3.474723525
"Texas",1985,1.7365379575
"Texas",1986,0.818857755
"Texas",1989,3.775142925
"Texas",1990,3.541156125
"Texas",1991,3.0403493
"Texas",1992,2.396838425
"Texas",1993,2.31950545
"Texas",1994,2.45163215
"Texas",1995,1.83567125
"Texas",1996,2.05520385
"Texas",1997,2.20738365
"Texas",1998,0.0307798695
"Texas",1999,1.5558568975
"Texas",2000,3.37352585
"Texas",2001,2.96674065
"Texas",2002,0.5762070775
"Texas",2003,3.1517691
"Texas",2004,2.9035981
"Texas",2005,2.908968225
"Texas",2006,2.908516425
"Texas",2007,2.62312955
"Texas",2008,4.55419105
"Texas",2009,-0.13430821
"Texas",2010,1.6394886
"Texas",2011,3.29039915
"Texas",2012,2.324443475
"Texas",2013,1.713448275
"Texas",2014,2.103035325
"Texas",2015,-0.5530768125
"Texas",2016,1.03430733
"Texas",2017,1.716565675
"Utah",1989,4.230723175
"Utah",1990,3.939054575
"Utah",1991,3.87048425
"Utah",1992,1.27722059
"Utah",1993,2.139675475
"Utah",1994,1.8425235
"Utah",1995,2.20390395
"Utah",1996,2.492114475
"Utah",1997,2.9694351
"Utah",1998,2.18320439
"Utah",1999,1.30481043
"Utah",2000,1.3798151625
"Utah",2001,2.774007425
"Utah",2002,1.3069239725
"Utah",2003,-0.1521609775
"Utah",2004,2.98192305
"Utah",2005,0.422456
"Utah",2006,2.7173841
"Utah",2007,1.1689200775
"Utah",2008,2.2239248725
"Utah",2009,0.5282013125
"Utah",2010,1.09083211
"Utah",2011,4.000777375
"Utah",2012,2.19230115
"Utah",2013,1.4041218725
"Utah",2014,2.818721825
"Utah",2015,2.352693025
"Utah",2016,1.62299672
"Utah",2017,-2.7827847225
"Virginia",1989,4.074221075
"Virginia",1990,3.94794225
"Virginia",1991,2.784428675
"Virginia",1992,1.900593275
"Virginia",1993,1.08500776
"Virginia",1994,2.5055745
"Virginia",1995,2.33620435
"Virginia",1996,2.2997682
"Virginia",1997,1.0073720625
"Virginia",1998,2.151015625
"Virginia",1999,2.584442
"Virginia",2000,2.866770775
"Virginia",2001,1.652952675
"Virginia",2002,0.92436973
"Virginia",2003,1.792994825
"Virginia",2004,3.82195985
"Virginia",2005,3.760845225
"Virginia",2006,3.098852575
"Virginia",2007,3.295146125
"Virginia",2008,3.4218443
"Virginia",2009,0.0614442715
"Virginia",2010,1.55588376
"Virginia",2011,4.580813775
"Virginia",2012,1.7505098675
"Virginia",2013,1.0977323975
"Virginia",2014,1.2325739875
"Virginia",2015,-0.771913725
"Virginia",2016,1.04989621
"Virginia",2017,2.150088725
"Washington",1978,6.31983555
"Washington",1979,6.814826725
"Washington",1980,8.56491315
"Washington",1981,6.40958415
"Washington",1982,-1.39696878
"Washington",1983,2.3355789875
"Washington",1984,2.1467612
"Washington",1985,0.7491624425
"Washington",1986,1.0675368025
"Washington",1989,3.870541875
"Washington",1990,4.833705675
"Washington",1991,4.085873125
"Washington",1992,3.0706599
"Washington",1993,2.4945419
"Washington",1994,2.4125829
"Washington",1995,2.254268625
"Washington",1996,2.832561375
"Washington",1997,2.270069775
"Washington",1998,2.185726175
"Washington",1999,2.399318925
"Washington",2000,2.99621515
"Washington",2001,4.640939925
"Washington",2002,1.839746525
"Washington",2003,1.775173075
"Washington",2004,2.153540775
"Washington",2005,2.721092625
"Washington",2006,4.05192275
"Washington",2007,3.8107726
"Washington",2008,4.570214925
"Washington",2009,1.8427466225
"Washington",2010,1.9912348
"Washington",2011,3.39415525
"Washington",2012,2.368427825
"Washington",2013,1.31260956
"Washington",2014,1.30622515
"Washington",2015,0.6916146575
"Washington",2016,-0.0155128325
"Washington",2017,2.77161675
"Wisconsin",1978,4.457257375
"Wisconsin",1979,6.616833125
"Wisconsin",1980,8.39913525
"Wisconsin",1981,8.6358974
"Wisconsin",1982,4.3266599
"Wisconsin",1983,2.707880375
"Wisconsin",1984,1.2464790125
"Wisconsin",1985,2.2884552
"Wisconsin",1986,1.77641515
"Wisconsin",1989,3.173133125
"Wisconsin",1990,3.244874
"Wisconsin",1991,3.240573775
"Wisconsin",1992,2.858100475
"Wisconsin",1993,3.113126775
"Wisconsin",1994,2.770075675
"Wisconsin",1995,2.723931575
"Wisconsin",1996,2.141552325
"Wisconsin",1997,2.096711425
"Wisconsin",1998,2.61951085
"Wisconsin",1999,2.4283694
"Wisconsin",2000,3.160600125
"Wisconsin",2001,2.311860875
"Wisconsin",2002,1.939212375
"Wisconsin",2003,3.155298475
"Wisconsin",2004,3.3211555
"Wisconsin",2005,3.549318525
"Wisconsin",2006,2.94057515
"Wisconsin",2007,2.45168375
"Wisconsin",2008,3.9785477
"Wisconsin",2009,0.7870316425
"Wisconsin",2010,3.137300025
"Wisconsin",2011,2.638958525
"Wisconsin",2012,1.2288416225
"Wisconsin",2013,1.587772675
"Wisconsin",2014,1.66691285
"Wisconsin",2015,-0.0586104475
"Wisconsin",2016,-0.115901989
"Wisconsin",2017,2.1164517
