year,state_fips,low,high,states,average_debt
2001,45,1.5,1.6,South Carolina,1.55
2001,46,1.11,1.24,South Dakota,1.175
2001,47,1.24,1.32,Tennessee,1.28
2001,48,0.4,1.11,Texas,0.7550000000000001
2001,49,1.5,1.6,Utah,1.55
2001,50,1.24,1.32,Vermont,1.28
2001,51,1.4,1.5,Virginia,1.45
2001,53,1.6,1.72,Washington,1.6600000000000001
2001,54,1.11,1.24,West Virginia,1.175
2001,55,0.4,1.11,Wisconsin,0.7550000000000001
2001,56,1.11,1.24,Wyoming,1.175
2001,01,1.4,1.5,Alabama,1.45
2001,02,1.32,1.4,Alaska,1.3599999999999999
2001,04,1.6,1.72,Arizona,1.6600000000000001
2001,05,1.11,1.24,Arkansas,1.175
2001,06,1.72,1.84,California,1.78
2001,08,1.5,1.6,Colorado,1.55
2001,09,1.11,1.24,Connecticut,1.175
2001,10,1.11,1.24,Delaware,1.175
2001,11,0.4,1.11,None,0.7550000000000001
2001,12,1.6,1.72,Florida,1.6600000000000001
2001,13,1.4,1.5,Georgia,1.45
2001,15,1.84,2.06,Hawaii,1.9500000000000002
2001,16,1.6,1.72,Idaho,1.6600000000000001
2001,17,1.11,1.24,Illinois,1.175
2001,18,1.24,1.32,Indiana,1.28
2001,19,0.4,1.11,Iowa,0.7550000000000001
2001,20,0.4,1.11,Kansas,0.7550000000000001
2001,21,1.11,1.24,Kentucky,1.175
2001,22,1.11,1.24,Louisiana,1.175
2001,23,1.32,1.4,Maine,1.3599999999999999
2001,24,1.6,1.72,Maryland,1.6600000000000001
2001,25,0.4,1.11,Massachusetts,0.7550000000000001
2001,26,1.24,1.32,Michigan,1.28
2001,27,1.11,1.24,Minnesota,1.175
2001,28,1.32,1.4,Mississippi,1.3599999999999999
2001,29,1.11,1.24,Missouri,1.175
2001,30,1.5,1.6,Montana,1.55
2001,31,0.4,1.11,Nebraska,0.7550000000000001
2001,32,1.6,1.72,Nevada,1.6600000000000001
2001,33,1.24,1.32,New Hampshire,1.28
2001,34,1.11,1.24,New Jersey,1.175
2001,35,1.5,1.6,New Mexico,1.55
2001,36,0.4,1.11,New York,0.7550000000000001
2001,37,1.4,1.5,North Carolina,1.45
2001,38,0.4,1.11,North Dakota,0.7550000000000001
2001,39,1.24,1.32,Ohio,1.28
2001,40,1.11,1.24,Oklahoma,1.175
2001,41,1.6,1.72,Oregon,1.6600000000000001
2001,42,0.4,1.11,Pennsylvania,0.7550000000000001
2001,44,1.24,1.32,Rhode Island,1.28
2001,45,1.5,1.6,South Carolina,1.55
2001,46,1.11,1.24,South Dakota,1.175
2001,47,1.32,1.4,Tennessee,1.3599999999999999
2001,48,0.4,1.11,Texas,0.7550000000000001
2001,49,1.5,1.6,Utah,1.55
2001,50,1.24,1.32,Vermont,1.28
2001,51,1.5,1.6,Virginia,1.55
2001,53,1.6,1.72,Washington,1.6600000000000001
2001,54,1.11,1.24,West Virginia,1.175
2001,55,0.4,1.11,Wisconsin,0.7550000000000001
2001,56,1.24,1.32,Wyoming,1.28
2002,01,1.4,1.5,Alabama,1.45
2002,02,1.32,1.4,Alaska,1.3599999999999999
2002,04,1.6,1.72,Arizona,1.6600000000000001
2002,05,1.11,1.24,Arkansas,1.175
2002,06,1.72,1.84,California,1.78
2002,08,1.72,1.84,Colorado,1.78
2002,09,1.11,1.24,Connecticut,1.175
2002,10,1.24,1.32,Delaware,1.28
2002,11,0.4,1.11,None,0.7550000000000001
2002,12,1.6,1.72,Florida,1.6600000000000001
2002,13,1.5,1.6,Georgia,1.55
2002,15,1.84,2.06,Hawaii,1.9500000000000002
2002,16,1.6,1.72,Idaho,1.6600000000000001
2002,17,1.11,1.24,Illinois,1.175
2002,18,1.24,1.32,Indiana,1.28
2002,19,0.4,1.11,Iowa,0.7550000000000001
2002,20,0.4,1.11,Kansas,0.7550000000000001
2002,21,1.11,1.24,Kentucky,1.175
2002,22,1.11,1.24,Louisiana,1.175
2002,23,1.32,1.4,Maine,1.3599999999999999
2002,24,1.72,1.84,Maryland,1.78
2002,25,1.11,1.24,Massachusetts,1.175
2002,26,1.32,1.4,Michigan,1.3599999999999999
2002,27,1.24,1.32,Minnesota,1.28
2002,28,1.32,1.4,Mississippi,1.3599999999999999
2002,29,1.11,1.24,Missouri,1.175
2002,30,1.6,1.72,Montana,1.6600000000000001
2002,31,0.4,1.11,Nebraska,0.7550000000000001
2002,32,1.72,1.84,Nevada,1.78
2002,33,1.4,1.5,New Hampshire,1.45
2002,34,1.24,1.32,New Jersey,1.28
2002,35,1.6,1.72,New Mexico,1.6600000000000001
2002,36,0.4,1.11,New York,0.7550000000000001
2002,37,1.5,1.6,North Carolina,1.55
2002,38,0.4,1.11,North Dakota,0.7550000000000001
2002,39,1.24,1.32,Ohio,1.28
2002,40,1.11,1.24,Oklahoma,1.175
2002,41,1.6,1.72,Oregon,1.6600000000000001
2002,42,1.11,1.24,Pennsylvania,1.175
2002,44,1.32,1.4,Rhode Island,1.3599999999999999
2002,45,1.6,1.72,South Carolina,1.6600000000000001
2002,46,1.24,1.32,South Dakota,1.28
2002,47,1.32,1.4,Tennessee,1.3599999999999999
2002,48,1.11,1.24,Texas,1.175
2002,49,1.6,1.72,Utah,1.6600000000000001
2002,50,1.24,1.32,Vermont,1.28
2002,51,1.5,1.6,Virginia,1.55
2002,53,1.72,1.84,Washington,1.78
2002,54,1.11,1.24,West Virginia,1.175
2002,55,0.4,1.11,Wisconsin,0.7550000000000001
2002,56,1.24,1.32,Wyoming,1.28
2002,01,1.32,1.4,Alabama,1.3599999999999999
2002,02,1.24,1.32,Alaska,1.28
2002,04,1.5,1.6,Arizona,1.55
2002,05,1.11,1.24,Arkansas,1.175
2002,06,1.6,1.72,California,1.6600000000000001
2002,08,1.5,1.6,Colorado,1.55
2002,09,1.11,1.24,Connecticut,1.175
2002,10,1.24,1.32,Delaware,1.28
2002,11,0.4,1.11,None,0.7550000000000001
2002,12,1.6,1.72,Florida,1.6600000000000001
2002,13,1.4,1.5,Georgia,1.45
2002,15,1.6,1.72,Hawaii,1.6600000000000001
2002,16,1.5,1.6,Idaho,1.55
2002,17,1.11,1.24,Illinois,1.175
2002,18,1.24,1.32,Indiana,1.28
2002,19,0.4,1.11,Iowa,0.7550000000000001
2002,20,0.4,1.11,Kansas,0.7550000000000001
2002,21,1.11,1.24,Kentucky,1.175
2002,22,1.11,1.24,Louisiana,1.175
2002,23,1.32,1.4,Maine,1.3599999999999999
2002,24,1.72,1.84,Maryland,1.78
2002,25,1.11,1.24,Massachusetts,1.175
2002,26,1.32,1.4,Michigan,1.3599999999999999
2002,27,1.11,1.24,Minnesota,1.175
2002,28,1.32,1.4,Mississippi,1.3599999999999999
2002,29,1.11,1.24,Missouri,1.175
2002,30,1.5,1.6,Montana,1.55
2002,31,0.4,1.11,Nebraska,0.7550000000000001
2002,32,1.6,1.72,Nevada,1.6600000000000001
2002,33,1.4,1.5,New Hampshire,1.45
2002,34,1.24,1.32,New Jersey,1.28
2002,35,1.6,1.72,New Mexico,1.6600000000000001
2002,36,0.4,1.11,New York,0.7550000000000001
2002,37,1.4,1.5,North Carolina,1.45
2002,38,0.4,1.11,North Dakota,0.7550000000000001
2002,39,1.24,1.32,Ohio,1.28
2002,40,1.11,1.24,Oklahoma,1.175
2002,41,1.5,1.6,Oregon,1.55
2002,42,0.4,1.11,Pennsylvania,0.7550000000000001
2002,44,1.32,1.4,Rhode Island,1.3599999999999999
2002,45,1.5,1.6,South Carolina,1.55
2002,46,1.24,1.32,South Dakota,1.28
2002,47,1.24,1.32,Tennessee,1.28
2002,48,0.4,1.11,Texas,0.7550000000000001
2002,49,1.4,1.5,Utah,1.45
2002,50,1.24,1.32,Vermont,1.28
2002,51,1.5,1.6,Virginia,1.55
2002,53,1.6,1.72,Washington,1.6600000000000001
2002,54,1.11,1.24,West Virginia,1.175
2002,55,0.4,1.11,Wisconsin,0.7550000000000001
2002,56,1.11,1.24,Wyoming,1.175
2002,01,1.4,1.5,Alabama,1.45
2002,02,1.24,1.32,Alaska,1.28
2002,04,1.72,1.84,Arizona,1.78
2002,05,1.11,1.24,Arkansas,1.175
2002,06,1.84,2.06,California,1.9500000000000002
2002,08,1.72,1.84,Colorado,1.78
2002,09,1.24,1.32,Connecticut,1.28
2002,10,1.32,1.4,Delaware,1.3599999999999999
2002,11,0.4,1.11,None,0.7550000000000001
2002,12,1.72,1.84,Florida,1.78
2002,13,1.6,1.72,Georgia,1.6600000000000001
2002,15,1.84,2.06,Hawaii,1.9500000000000002
2002,16,1.72,1.84,Idaho,1.78
2002,17,1.24,1.32,Illinois,1.28
2002,18,1.24,1.32,Indiana,1.28
2002,19,0.4,1.11,Iowa,0.7550000000000001
2002,20,1.11,1.24,Kansas,1.175
2002,21,1.24,1.32,Kentucky,1.28
2002,22,1.24,1.32,Louisiana,1.28
2002,23,1.4,1.5,Maine,1.45
2002,24,1.72,1.84,Maryland,1.78
2002,25,1.11,1.24,Massachusetts,1.175
2002,26,1.4,1.5,Michigan,1.45
2002,27,1.24,1.32,Minnesota,1.28
2002,28,1.4,1.5,Mississippi,1.45
2002,29,1.11,1.24,Missouri,1.175
2002,30,1.6,1.72,Montana,1.6600000000000001
2002,31,0.4,1.11,Nebraska,0.7550000000000001
2002,32,1.72,1.84,Nevada,1.78
2002,33,1.5,1.6,New Hampshire,1.55
2002,34,1.32,1.4,New Jersey,1.3599999999999999
2002,35,1.6,1.72,New Mexico,1.6600000000000001
2002,36,0.4,1.11,New York,0.7550000000000001
2002,37,1.5,1.6,North Carolina,1.55
2002,38,0.4,1.11,North Dakota,0.7550000000000001
2002,39,1.32,1.4,Ohio,1.3599999999999999
2002,40,1.24,1.32,Oklahoma,1.28
2002,41,1.72,1.84,Oregon,1.78
2002,42,1.11,1.24,Pennsylvania,1.175
2002,44,1.4,1.5,Rhode Island,1.45
2002,45,1.6,1.72,South Carolina,1.6600000000000001
2002,46,1.4,1.5,South Dakota,1.45
2002,47,1.4,1.5,Tennessee,1.45
2002,48,1.11,1.24,Texas,1.175
2002,49,1.6,1.72,Utah,1.6600000000000001
2002,50,1.32,1.4,Vermont,1.3599999999999999
2002,51,1.6,1.72,Virginia,1.6600000000000001
2002,53,1.84,2.06,Washington,1.9500000000000002
2002,54,1.24,1.32,West Virginia,1.28
2002,55,1.11,1.24,Wisconsin,1.175
2002,56,1.32,1.4,Wyoming,1.3599999999999999
2002,01,1.4,1.5,Alabama,1.45
2002,02,1.32,1.4,Alaska,1.3599999999999999
2002,04,1.72,1.84,Arizona,1.78
2002,05,1.11,1.24,Arkansas,1.175
2002,06,1.84,2.06,California,1.9500000000000002
2002,08,1.72,1.84,Colorado,1.78
2002,09,1.24,1.32,Connecticut,1.28
2002,10,1.32,1.4,Delaware,1.3599999999999999
2002,11,0.4,1.11,None,0.7550000000000001
2002,12,1.72,1.84,Florida,1.78
2002,13,1.6,1.72,Georgia,1.6600000000000001
2002,15,1.72,1.84,Hawaii,1.78
2002,16,1.72,1.84,Idaho,1.78
2002,17,1.24,1.32,Illinois,1.28
2002,18,1.32,1.4,Indiana,1.3599999999999999
2002,19,0.4,1.11,Iowa,0.7550000000000001
2002,20,1.11,1.24,Kansas,1.175
2002,21,1.24,1.32,Kentucky,1.28
2002,22,1.24,1.32,Louisiana,1.28
2002,23,1.4,1.5,Maine,1.45
2002,24,1.72,1.84,Maryland,1.78
2002,25,1.11,1.24,Massachusetts,1.175
2002,26,1.32,1.4,Michigan,1.3599999999999999
2002,27,1.24,1.32,Minnesota,1.28
2002,28,1.4,1.5,Mississippi,1.45
2002,29,1.24,1.32,Missouri,1.28
2002,30,1.6,1.72,Montana,1.6600000000000001
2002,31,0.4,1.11,Nebraska,0.7550000000000001
2002,32,1.72,1.84,Nevada,1.78
2002,33,1.5,1.6,New Hampshire,1.55
2002,34,1.32,1.4,New Jersey,1.3599999999999999
2002,35,1.6,1.72,New Mexico,1.6600000000000001
2002,36,0.4,1.11,New York,0.7550000000000001
2002,37,1.6,1.72,North Carolina,1.6600000000000001
2002,38,0.4,1.11,North Dakota,0.7550000000000001
2002,39,1.32,1.4,Ohio,1.3599999999999999
2002,40,1.24,1.32,Oklahoma,1.28
2002,41,1.72,1.84,Oregon,1.78
2002,42,1.11,1.24,Pennsylvania,1.175
2002,44,1.4,1.5,Rhode Island,1.45
2002,45,1.6,1.72,South Carolina,1.6600000000000001
2002,46,1.4,1.5,South Dakota,1.45
2002,47,1.4,1.5,Tennessee,1.45
2002,48,1.11,1.24,Texas,1.175
2002,49,1.6,1.72,Utah,1.6600000000000001
2002,50,1.32,1.4,Vermont,1.3599999999999999
2002,51,1.6,1.72,Virginia,1.6600000000000001
2002,53,1.72,1.84,Washington,1.78
2002,54,1.24,1.32,West Virginia,1.28
2002,55,0.4,1.11,Wisconsin,0.7550000000000001
2002,56,1.32,1.4,Wyoming,1.3599999999999999
2003,01,1.4,1.5,Alabama,1.45
2003,02,1.4,1.5,Alaska,1.45
2003,04,1.84,2.06,Arizona,1.9500000000000002
2003,05,1.24,1.32,Arkansas,1.28
2003,06,1.84,2.06,California,1.9500000000000002
2003,08,1.84,2.06,Colorado,1.9500000000000002
2003,09,1.32,1.4,Connecticut,1.3599999999999999
2003,10,1.4,1.5,Delaware,1.45
2003,11,0.4,1.11,None,0.7550000000000001
2003,12,1.84,2.06,Florida,1.9500000000000002
2003,13,1.72,1.84,Georgia,1.78
2003,15,1.84,2.06,Hawaii,1.9500000000000002
2003,16,1.72,1.84,Idaho,1.78
2003,17,1.32,1.4,Illinois,1.3599999999999999
2003,18,1.4,1.5,Indiana,1.45
2003,19,1.11,1.24,Iowa,1.175
2003,20,1.11,1.24,Kansas,1.175
2003,21,1.32,1.4,Kentucky,1.3599999999999999
2003,22,1.32,1.4,Louisiana,1.3599999999999999
2003,23,1.4,1.5,Maine,1.45
2003,24,1.84,2.06,Maryland,1.9500000000000002
2003,25,1.24,1.32,Massachusetts,1.28
2003,26,1.4,1.5,Michigan,1.45
2003,27,1.32,1.4,Minnesota,1.3599999999999999
2003,28,1.4,1.5,Mississippi,1.45
2003,29,1.24,1.32,Missouri,1.28
2003,30,1.6,1.72,Montana,1.6600000000000001
2003,31,0.4,1.11,Nebraska,0.7550000000000001
2003,32,1.72,1.84,Nevada,1.78
2003,33,1.5,1.6,New Hampshire,1.55
2003,34,1.4,1.5,New Jersey,1.45
2003,35,1.6,1.72,New Mexico,1.6600000000000001
2003,36,0.4,1.11,New York,0.7550000000000001
2003,37,1.6,1.72,North Carolina,1.6600000000000001
2003,38,0.4,1.11,North Dakota,0.7550000000000001
2003,39,1.32,1.4,Ohio,1.3599999999999999
2003,40,1.32,1.4,Oklahoma,1.3599999999999999
2003,41,1.72,1.84,Oregon,1.78
2003,42,1.11,1.24,Pennsylvania,1.175
2003,44,1.4,1.5,Rhode Island,1.45
2003,45,1.72,1.84,South Carolina,1.78
2003,46,1.5,1.6,South Dakota,1.55
2003,47,1.4,1.5,Tennessee,1.45
2003,48,1.11,1.24,Texas,1.175
2003,49,1.6,1.72,Utah,1.6600000000000001
2003,50,1.32,1.4,Vermont,1.3599999999999999
2003,51,1.6,1.72,Virginia,1.6600000000000001
2003,53,1.84,2.06,Washington,1.9500000000000002
2003,54,1.24,1.32,West Virginia,1.28
2003,55,1.11,1.24,Wisconsin,1.175
2003,56,1.4,1.5,Wyoming,1.45
2003,01,1.4,1.5,Alabama,1.45
2003,02,1.32,1.4,Alaska,1.3599999999999999
2003,04,1.72,1.84,Arizona,1.78
2003,05,1.11,1.24,Arkansas,1.175
2003,06,1.84,2.06,California,1.9500000000000002
2003,08,1.84,2.06,Colorado,1.9500000000000002
2003,09,1.32,1.4,Connecticut,1.3599999999999999
2003,10,1.32,1.4,Delaware,1.3599999999999999
2003,11,0.4,1.11,None,0.7550000000000001
2003,12,1.72,1.84,Florida,1.78
2003,13,1.6,1.72,Georgia,1.6600000000000001
2003,15,1.84,2.06,Hawaii,1.9500000000000002
2003,16,1.72,1.84,Idaho,1.78
2003,17,1.24,1.32,Illinois,1.28
2003,18,1.32,1.4,Indiana,1.3599999999999999
2003,19,0.4,1.11,Iowa,0.7550000000000001
2003,20,1.11,1.24,Kansas,1.175
2003,21,1.24,1.32,Kentucky,1.28
2003,22,1.24,1.32,Louisiana,1.28
2003,23,1.4,1.5,Maine,1.45
2003,24,1.72,1.84,Maryland,1.78
2003,25,1.24,1.32,Massachusetts,1.28
2003,26,1.4,1.5,Michigan,1.45
2003,27,1.32,1.4,Minnesota,1.3599999999999999
2003,28,1.4,1.5,Mississippi,1.45
2003,29,1.24,1.32,Missouri,1.28
2003,30,1.5,1.6,Montana,1.55
2003,31,0.4,1.11,Nebraska,0.7550000000000001
2003,32,1.72,1.84,Nevada,1.78
2003,33,1.5,1.6,New Hampshire,1.55
2003,34,1.32,1.4,New Jersey,1.3599999999999999
2003,35,1.6,1.72,New Mexico,1.6600000000000001
2003,36,0.4,1.11,New York,0.7550000000000001
2003,37,1.6,1.72,North Carolina,1.6600000000000001
2003,38,0.4,1.11,North Dakota,0.7550000000000001
2003,39,1.32,1.4,Ohio,1.3599999999999999
2003,40,1.32,1.4,Oklahoma,1.3599999999999999
2003,41,1.72,1.84,Oregon,1.78
2003,42,1.11,1.24,Pennsylvania,1.175
2003,44,1.4,1.5,Rhode Island,1.45
2003,45,1.72,1.84,South Carolina,1.78
2003,46,1.4,1.5,South Dakota,1.45
2003,47,1.32,1.4,Tennessee,1.3599999999999999
2003,48,1.11,1.24,Texas,1.175
2003,49,1.6,1.72,Utah,1.6600000000000001
2003,50,1.32,1.4,Vermont,1.3599999999999999
2003,51,1.6,1.72,Virginia,1.6600000000000001
2003,53,1.72,1.84,Washington,1.78
2003,54,1.24,1.32,West Virginia,1.28
2003,55,1.11,1.24,Wisconsin,1.175
2003,56,1.24,1.32,Wyoming,1.28
2003,01,1.5,1.6,Alabama,1.55
2003,02,1.4,1.5,Alaska,1.45
2003,04,1.84,2.06,Arizona,1.9500000000000002
2003,05,1.24,1.32,Arkansas,1.28
2003,06,1.84,2.06,California,1.9500000000000002
2003,08,1.84,2.06,Colorado,1.9500000000000002
2003,09,1.4,1.5,Connecticut,1.45
2003,10,1.32,1.4,Delaware,1.3599999999999999
2003,11,0.4,1.11,None,0.7550000000000001
2003,12,1.84,2.06,Florida,1.9500000000000002
2003,13,1.6,1.72,Georgia,1.6600000000000001
2003,15,1.84,2.06,Hawaii,1.9500000000000002
2003,16,1.84,2.06,Idaho,1.9500000000000002
2003,17,1.32,1.4,Illinois,1.3599999999999999
2003,18,1.4,1.5,Indiana,1.45
2003,19,1.11,1.24,Iowa,1.175
2003,20,1.24,1.32,Kansas,1.28
2003,21,1.24,1.32,Kentucky,1.28
2003,22,1.32,1.4,Louisiana,1.3599999999999999
2003,23,1.4,1.5,Maine,1.45
2003,24,1.84,2.06,Maryland,1.9500000000000002
2003,25,1.24,1.32,Massachusetts,1.28
2003,26,1.5,1.6,Michigan,1.55
2003,27,1.32,1.4,Minnesota,1.3599999999999999
2003,28,1.4,1.5,Mississippi,1.45
2003,29,1.24,1.32,Missouri,1.28
2003,30,1.6,1.72,Montana,1.6600000000000001
2003,31,1.11,1.24,Nebraska,1.175
2003,32,1.72,1.84,Nevada,1.78
2003,33,1.6,1.72,New Hampshire,1.6600000000000001
2003,34,1.4,1.5,New Jersey,1.45
2003,35,1.72,1.84,New Mexico,1.78
2003,36,0.4,1.11,New York,0.7550000000000001
2003,37,1.6,1.72,North Carolina,1.6600000000000001
2003,38,1.11,1.24,North Dakota,1.175
2003,39,1.4,1.5,Ohio,1.45
2003,40,1.32,1.4,Oklahoma,1.3599999999999999
2003,41,1.72,1.84,Oregon,1.78
2003,42,1.11,1.24,Pennsylvania,1.175
2003,44,1.4,1.5,Rhode Island,1.45
2003,45,1.72,1.84,South Carolina,1.78
2003,46,1.5,1.6,South Dakota,1.55
2003,47,1.4,1.5,Tennessee,1.45
2003,48,1.11,1.24,Texas,1.175
2003,49,1.72,1.84,Utah,1.78
2003,50,1.4,1.5,Vermont,1.45
2003,51,1.6,1.72,Virginia,1.6600000000000001
2003,53,1.84,2.06,Washington,1.9500000000000002
2003,54,1.24,1.32,West Virginia,1.28
2003,55,1.11,1.24,Wisconsin,1.175
2003,56,1.32,1.4,Wyoming,1.3599999999999999
2003,01,1.5,1.6,Alabama,1.55
2003,02,1.5,1.6,Alaska,1.55
2003,04,1.84,2.06,Arizona,1.9500000000000002
2003,05,1.32,1.4,Arkansas,1.3599999999999999
2003,09,1.5,1.6,Connecticut,1.55
2003,10,1.4,1.5,Delaware,1.45
2003,11,0.4,1.11,None,0.7550000000000001
2003,12,1.84,2.06,Florida,1.9500000000000002
2003,13,1.72,1.84,Georgia,1.78
2003,15,1.84,2.06,Hawaii,1.9500000000000002
2003,16,1.84,2.06,Idaho,1.9500000000000002
2003,17,1.4,1.5,Illinois,1.45
2003,18,1.4,1.5,Indiana,1.45
2003,19,1.11,1.24,Iowa,1.175
2003,20,1.32,1.4,Kansas,1.3599999999999999
2003,21,1.32,1.4,Kentucky,1.3599999999999999
2003,22,1.4,1.5,Louisiana,1.45
2003,23,1.5,1.6,Maine,1.55
2003,24,1.84,2.06,Maryland,1.9500000000000002
2003,25,1.4,1.5,Massachusetts,1.45
2003,26,1.5,1.6,Michigan,1.55
2003,27,1.5,1.6,Minnesota,1.55
2003,28,1.5,1.6,Mississippi,1.55
2003,29,1.4,1.5,Missouri,1.45
2003,30,1.72,1.84,Montana,1.78
2003,31,1.11,1.24,Nebraska,1.175
2003,32,1.84,2.06,Nevada,1.9500000000000002
2003,33,1.72,1.84,New Hampshire,1.78
2003,34,1.5,1.6,New Jersey,1.55
2003,35,1.72,1.84,New Mexico,1.78
2003,36,1.11,1.24,New York,1.175
2003,37,1.72,1.84,North Carolina,1.78
2003,38,1.11,1.24,North Dakota,1.175
2003,39,1.4,1.5,Ohio,1.45
2003,40,1.4,1.5,Oklahoma,1.45
2003,41,1.84,2.06,Oregon,1.9500000000000002
2003,42,1.24,1.32,Pennsylvania,1.28
2003,44,1.5,1.6,Rhode Island,1.55
2003,45,1.84,2.06,South Carolina,1.9500000000000002
2003,46,1.6,1.72,South Dakota,1.6600000000000001
2003,47,1.5,1.6,Tennessee,1.55
2003,48,1.24,1.32,Texas,1.28
2003,49,1.84,2.06,Utah,1.9500000000000002
2003,50,1.4,1.5,Vermont,1.45
2003,51,1.72,1.84,Virginia,1.78
2003,54,1.32,1.4,West Virginia,1.3599999999999999
2003,55,1.24,1.32,Wisconsin,1.28
2003,56,1.4,1.5,Wyoming,1.45
2004,01,1.5,1.6,Alabama,1.55
2004,02,1.5,1.6,Alaska,1.55
2004,04,1.84,2.06,Arizona,1.9500000000000002
2004,05,1.32,1.4,Arkansas,1.3599999999999999
2004,09,1.4,1.5,Connecticut,1.45
2004,10,1.4,1.5,Delaware,1.45
2004,11,0.4,1.11,None,0.7550000000000001
2004,12,1.84,2.06,Florida,1.9500000000000002
2004,13,1.84,2.06,Georgia,1.9500000000000002
2004,16,1.84,2.06,Idaho,1.9500000000000002
2004,17,1.5,1.6,Illinois,1.55
2004,18,1.5,1.6,Indiana,1.55
2004,19,1.11,1.24,Iowa,1.175
2004,20,1.32,1.4,Kansas,1.3599999999999999
2004,21,1.32,1.4,Kentucky,1.3599999999999999
2004,22,1.4,1.5,Louisiana,1.45
2004,23,1.6,1.72,Maine,1.6600000000000001
2004,24,1.84,2.06,Maryland,1.9500000000000002
2004,25,1.4,1.5,Massachusetts,1.45
2004,26,1.6,1.72,Michigan,1.6600000000000001
2004,27,1.5,1.6,Minnesota,1.55
2004,28,1.5,1.6,Mississippi,1.55
2004,29,1.4,1.5,Missouri,1.45
2004,30,1.72,1.84,Montana,1.78
2004,31,1.11,1.24,Nebraska,1.175
2004,32,1.84,2.06,Nevada,1.9500000000000002
2004,33,1.72,1.84,New Hampshire,1.78
2004,34,1.6,1.72,New Jersey,1.6600000000000001
2004,35,1.72,1.84,New Mexico,1.78
2004,36,1.11,1.24,New York,1.175
2004,37,1.72,1.84,North Carolina,1.78
2004,38,1.11,1.24,North Dakota,1.175
2004,39,1.5,1.6,Ohio,1.55
2004,40,1.4,1.5,Oklahoma,1.45
2004,41,1.84,2.06,Oregon,1.9500000000000002
2004,42,1.32,1.4,Pennsylvania,1.3599999999999999
2004,44,1.6,1.72,Rhode Island,1.6600000000000001
2004,45,1.84,2.06,South Carolina,1.9500000000000002
2004,46,1.6,1.72,South Dakota,1.6600000000000001
2004,47,1.5,1.6,Tennessee,1.55
2004,48,1.32,1.4,Texas,1.3599999999999999
2004,49,1.84,2.06,Utah,1.9500000000000002
2004,50,1.5,1.6,Vermont,1.55
2004,51,1.84,2.06,Virginia,1.9500000000000002
2004,54,1.32,1.4,West Virginia,1.3599999999999999
2004,55,1.24,1.32,Wisconsin,1.28
2004,56,1.4,1.5,Wyoming,1.45
2004,01,1.4,1.5,Alabama,1.45
2004,02,1.4,1.5,Alaska,1.45
2004,04,1.84,2.06,Arizona,1.9500000000000002
2004,05,1.24,1.32,Arkansas,1.28
2004,09,1.5,1.6,Connecticut,1.55
2004,10,1.32,1.4,Delaware,1.3599999999999999
2004,11,0.4,1.11,None,0.7550000000000001
2004,12,1.84,2.06,Florida,1.9500000000000002
2004,13,1.72,1.84,Georgia,1.78
2004,16,1.84,2.06,Idaho,1.9500000000000002
2004,17,1.4,1.5,Illinois,1.45
2004,18,1.4,1.5,Indiana,1.45
2004,19,1.11,1.24,Iowa,1.175
2004,20,1.24,1.32,Kansas,1.28
2004,21,1.32,1.4,Kentucky,1.3599999999999999
2004,22,1.32,1.4,Louisiana,1.3599999999999999
2004,23,1.6,1.72,Maine,1.6600000000000001
2004,24,1.84,2.06,Maryland,1.9500000000000002
2004,25,1.4,1.5,Massachusetts,1.45
2004,26,1.6,1.72,Michigan,1.6600000000000001
2004,27,1.5,1.6,Minnesota,1.55
2004,28,1.4,1.5,Mississippi,1.45
2004,29,1.32,1.4,Missouri,1.3599999999999999
2004,30,1.72,1.84,Montana,1.78
2004,31,1.24,1.32,Nebraska,1.28
2004,32,1.84,2.06,Nevada,1.9500000000000002
2004,33,1.72,1.84,New Hampshire,1.78
2004,34,1.5,1.6,New Jersey,1.55
2004,35,1.72,1.84,New Mexico,1.78
2004,36,1.11,1.24,New York,1.175
2004,37,1.72,1.84,North Carolina,1.78
2004,38,0.4,1.11,North Dakota,0.7550000000000001
2004,39,1.4,1.5,Ohio,1.45
2004,40,1.32,1.4,Oklahoma,1.3599999999999999
2004,41,1.84,2.06,Oregon,1.9500000000000002
2004,42,1.24,1.32,Pennsylvania,1.28
2004,44,1.6,1.72,Rhode Island,1.6600000000000001
2004,45,1.72,1.84,South Carolina,1.78
2004,46,1.5,1.6,South Dakota,1.55
2004,47,1.4,1.5,Tennessee,1.45
2004,48,1.24,1.32,Texas,1.28
2004,49,1.72,1.84,Utah,1.78
2004,50,1.4,1.5,Vermont,1.45
2004,51,1.72,1.84,Virginia,1.78
2004,53,1.84,2.06,Washington,1.9500000000000002
2004,54,1.24,1.32,West Virginia,1.28
2004,55,1.24,1.32,Wisconsin,1.28
2004,56,1.4,1.5,Wyoming,1.45
2004,01,1.5,1.6,Alabama,1.55
2004,02,1.5,1.6,Alaska,1.55
2004,04,1.84,2.06,Arizona,1.9500000000000002
2004,05,1.32,1.4,Arkansas,1.3599999999999999
2004,09,1.5,1.6,Connecticut,1.55
2004,10,1.4,1.5,Delaware,1.45
2004,11,0.4,1.11,None,0.7550000000000001
2004,13,1.84,2.06,Georgia,1.9500000000000002
2004,16,1.84,2.06,Idaho,1.9500000000000002
2004,17,1.5,1.6,Illinois,1.55
2004,18,1.5,1.6,Indiana,1.55
